date,height,error
2021-06-22,73.314,0.0728
2021-06-25,68.787,0.051
2021-06-26,69.466,0.1093
2021-06-30,68.643,0.0364
2021-06-30,73.245,0.1402
2021-07-04,69.29,0.0201
2021-07-05,75.34,0.07
2021-07-09,69.427,0.0236
2021-07-10,74.51,0.1117
2021-07-13,69.099,0.0709
2021-07-14,70.509,0.1145
2021-07-17,39.805,0.8136
2021-07-17,41.124,0.1504
2021-07-18,69.707,0.0377
2021-07-19,73.374,0.0245
2021-07-22,69.016,0.0075
2021-07-23,69.8,0.0231
2021-07-27,68.462,0.03
2021-07-27,74.298,0.1036
2021-07-31,69.316,0.0292
2021-08-01,76.021,0.0307
2021-08-05,69.705,0.0107
2021-08-05,69.381,0.0213
2021-08-06,75.166,0.0167
2021-08-09,69.422,0.119
2021-08-10,70.556,0.0584
2021-08-13,40.926,0.0371
2021-08-13,40.058,0.0454
2021-08-14,69.924,0.0201
2021-08-15,73.646,0.0399
2021-08-18,69.144,0.0135
2021-08-19,69.497,0.0062
2021-08-23,68.824,0.0036
2021-08-23,72.868,0.0617
2021-08-27,69.322,0.0043
2021-08-28,75.45,0.0631
2021-09-01,69.501,0.0549
2021-09-01,69.193,0.0557
2021-09-02,75.049,0.0318
2021-09-05,69.519,0.0113
2021-09-09,40.127,0.0449
2021-09-09,41.156,0.0317
2021-09-10,69.531,0.035
2021-09-11,72.642,0.0357
2021-09-14,68.904,0.0678
2021-09-15,69.369,0.1
2021-09-19,69.064,0.0434
2021-09-19,71.694,0.0923
2021-09-23,68.796,0.0131
2021-09-24,74.486,0.116
2021-09-28,69.236,0.0351
2021-09-29,73.417,0.148
2021-10-06,39.93,0.4028
2021-10-06,40.596,0.0266
2021-10-07,69.399,0.001
2021-10-08,71.384,0.0397
2021-10-11,68.751,0.0416
2021-10-12,69.276,0.1568
2021-10-16,68.957,0.1045
2021-10-16,71.675,0.0398
2021-10-21,74.028,0.0328
2021-10-25,69.11,0.0312
2021-10-26,73.278,0.1279
2021-10-29,69.463,0.1125
2021-10-30,69.888,0.101
2021-11-02,39.668,0.0678
2021-11-02,40.346,0.0273
2021-11-08,69.725,0.0289
2021-11-12,68.87,0.0517
2021-11-12,71.963,0.1274
2021-11-16,69.375,0.0189
2021-11-17,73.867,0.0968
2021-11-21,69.078,0.0433
2021-11-21,69.459,0.0162
2021-11-22,73.246,0.0072
2021-11-25,69.185,0.3581
2021-11-26,70.118,0.0838
2021-11-29,40.757,0.02
2021-11-29,40.019,0.8641
2021-12-01,71.253,0.0201
2021-12-04,69.071,0.0338
2021-12-05,69.966,0.0212
2021-12-09,72.397,0.0239
2021-12-09,68.283,0.041
2021-12-13,69.843,0.0854
2021-12-14,74.442,0.1013
2021-12-18,70.018,0.0581
2021-12-18,69.694,0.0198
2021-12-19,73.84,0.2004
2021-12-22,69.265,0.0301
2021-12-23,70.813,0.1201
2021-12-26,40.764,0.031
2021-12-26,39.912,0.0192
2021-12-27,69.728,0.1121
2021-12-28,71.894,0.0152
2021-12-31,68.45,0.1072
2022-01-01,69.872,0.0078
2022-01-05,73.168,0.1468
2022-01-05,68.213,0.0453
2022-01-09,69.939,0.1293
2022-01-10,76.161,0.1657
2022-01-14,69.907,0.0582
2022-01-15,75.016,0.0641
2022-01-18,69.462,0.0495
2022-01-19,70.865,0.038
2022-01-22,40.256,0.0324
2022-01-22,40.88,0.0014
2022-01-23,69.191,0.0143
2022-01-24,71.422,0.0674
2022-01-27,68.284,0.043
2022-01-28,69.83,0.7774
2022-02-01,71.421,0.0129
2022-02-01,68.462,0.0042
2022-02-05,69.074,0.0119
2022-02-06,74.071,0.2351
2022-02-10,69.7,0.0078
2022-02-10,69.446,0.0136
2022-02-11,73.421,0.1036
2022-02-14,69.164,0.191
2022-02-15,70.078,0.0301
2022-02-18,40.223,0.0527
2022-02-18,39.854,0.0413
2022-02-19,69.339,0.0304
2022-02-20,72.124,0.0217
2022-02-23,68.435,0.022
2022-02-24,69.334,0.0994
2022-02-28,68.082,0.1881
2022-02-28,72.691,0.0387
2022-03-04,69.551,0.1657
2022-03-05,74.104,0.0409
2022-03-09,69.875,0.0047
2022-03-09,69.671,0.0234
2022-03-10,73.03,0.1942
2022-03-14,70.266,0.1234
2022-03-17,39.828,0.1528
2022-03-17,40.353,0.0175
2022-03-18,69.046,0.0261
2022-03-19,71.383,0.1451
2022-03-22,68.282,0.0062
2022-03-23,69.103,0.1008
2022-03-27,68.481,0.0052
2022-03-27,71.101,0.0191
2022-03-31,69.461,0.006
2022-04-01,73.657,0.2376
2022-04-05,69.83,0.01
2022-04-05,69.579,0.0212
2022-04-06,73.818,0.1448
2022-04-09,69.358,0.0376
2022-04-10,70.335,0.193
2022-04-13,41.013,0.009
2022-04-13,40.309,0.0197
2022-04-14,68.908,0.0506
2022-04-15,72.864,0.1016
2022-04-23,72.309,0.114
2022-04-23,68.297,0.0074
2022-04-27,69.501,0.2267
2022-04-28,74.13,0.151
2022-05-02,69.985,0.0307
2022-05-02,70.197,0.0195
2022-05-03,74.073,0.1089
2022-05-07,70.07,0.1895
2022-05-10,39.879,0.2026
2022-05-10,40.337,0.0086
2022-05-11,69.076,0.0649
2022-05-12,72.108,0.038
2022-05-15,68.502,0.03
2022-05-16,69.095,0.003
2022-05-20,68.341,0.0015
2022-05-20,72.036,0.1187
2022-05-24,69.593,0.0786
2022-05-25,74.67,0.0923
2022-05-29,69.666,0.0153
2022-05-29,69.405,0.0396
2022-05-30,74.592,0.1293
2022-06-03,69.88,0.0705
2022-06-06,40.461,0.02
2022-06-06,39.968,0.1062
2022-06-07,69.265,0.2279
2022-06-08,71.78,0.0516
2022-06-11,68.597,0.0713
2022-06-16,72.752,0.0204
2022-06-20,69.306,0.1322
2022-06-21,74.285,0.0997
2022-06-25,69.109,0.0758
2022-06-25,69.403,0.006
2022-06-26,73.199,0.0235
2022-06-30,69.56,0.1478
2022-07-03,40.124,0.0267
2022-07-03,40.293,0.0489
2022-07-04,68.971,0.0203
2022-07-05,71.734,0.0494
2022-07-08,68.502,0.0261
2022-07-13,71.307,0.139
2022-07-13,68.47,0.0489
2022-07-17,68.801,0.0393
2022-07-18,73.47,0.1936
2022-07-30,39.689,1.2172
2022-07-31,68.947,0.0422
2022-08-04,68.656,0.0275
2022-08-09,68.727,0.0081
2022-08-13,68.991,0.209
2022-08-18,68.919,0.0785
2022-08-26,39.62,0.0367
2022-08-27,69.046,0.0026
2022-08-28,71.303,0.0463
2022-08-31,68.734,0.0476
2022-09-05,70.98,0.0845
2022-09-05,68.678,0.0369
2022-09-15,73.751,0.6951
2022-09-22,39.799,0.0301
2022-09-22,40.16,0.1459
2022-09-23,69.143,0.0048
2022-09-24,72.008,0.0164
2022-09-27,68.592,0.0413
2022-09-28,69.146,0.0751
2022-10-02,68.471,0.0581
2022-10-02,71.629,0.0449
2022-10-06,69.092,0.0669
2022-10-07,74.768,0.0522
2022-10-11,69.802,0.0665
2022-10-11,70.131,0.0284
2022-10-12,74.247,0.1027
2022-10-16,69.843,0.1743
2022-10-19,40.384,0.0906
2022-10-19,40.186,0.1384
2022-10-20,68.973,0.1612
2022-10-21,71.341,0.1546
2022-10-24,68.457,0.0176
2022-10-29,68.358,0.0827
2022-11-02,69.096,0.0886
2022-11-03,73.568,0.0017
2022-11-15,40.165,0.0407
2022-11-15,40.068,0.1308
2022-11-16,69.017,0.0056
2022-11-20,68.588,0.0085
2022-11-25,71.777,0.0525
