2003/01/01,331
2003/01/02,339
2003/01/03,352
2003/01/04,368
2003/01/05,387
2003/01/06,406
2003/01/07,426
2003/01/08,432
2003/01/09,441
2003/01/10,455
2003/01/11,462
2003/01/12,466
2003/01/13,463
2003/01/14,450
2003/01/15,435
2003/01/16,421
2003/01/17,402
2003/01/18,385
2003/01/19,360
2003/01/20,347
2003/01/21,342
2003/01/22,339
2003/01/23,334
2003/01/24,323
2003/01/25,322
2003/01/26,330
2003/01/27,335
2003/01/28,343
2003/01/29,354
2003/01/30,367
2003/01/31,379
2003/02/01,381
2003/02/02,384
2003/02/03,391
2003/02/04,398
2003/02/05,392
2003/02/06,378
2003/02/07,373
2003/02/08,372
2003/02/09,366
2003/02/10,364
2003/02/11,365
2003/02/12,364
2003/02/13,358
2003/02/14,341
2003/02/15,323
2003/02/16,310
2003/02/17,299
2003/02/18,283
2003/02/19,270
2003/02/20,256
2003/02/21,252
2003/02/22,253
2003/02/23,252
2003/02/24,248
2003/02/25,238
2003/02/26,232
2003/02/27,232
2003/02/28,228
2003/03/01,229
2003/03/02,232
2003/03/03,235
2003/03/04,234
2003/03/05,238
2003/03/06,249
2003/03/07,259
2003/03/08,269
2003/03/09,287
2003/03/10,303
2003/03/11,313
2003/03/12,319
2003/03/13,319
2003/03/14,320
2003/03/15,326
2003/03/16,333
2003/03/17,341
2003/03/18,350
2003/03/19,360
2003/03/20,360
2003/03/21,350
2003/03/22,341
2003/03/23,331
2003/03/24,322
2003/03/25,311
2003/03/26,302
2003/03/27,292
2003/03/28,281
2003/03/29,270
2003/03/30,264
2003/03/31,262
2003/04/01,261
2003/04/02,269
2003/04/03,280
2003/04/04,289
2003/04/05,295
2003/04/06,294
2003/04/07,296
2003/04/08,289
2003/04/09,283
2003/04/10,283
2003/04/11,287
2003/04/12,276
2003/04/13,263
2003/04/14,260
2003/04/15,267
2003/04/16,279
2003/04/17,284
2003/04/18,289
2003/04/19,289
2003/04/20,290
2003/04/21,291
2003/04/22,288
2003/04/23,284
2003/04/24,278
2003/04/25,269
2003/04/26,262
2003/04/27,255
2003/04/28,250
2003/04/29,249
2003/04/30,250
2003/05/01,252
2003/05/02,261
2003/05/03,269
2003/05/04,272
2003/05/05,280
2003/05/06,281
2003/05/07,282
2003/05/08,274
2003/05/09,269
2003/05/10,263
2003/05/11,261
2003/05/12,255
2003/05/13,251
2003/05/14,248
2003/05/15,244
2003/05/16,246
2003/05/17,252
2003/05/18,254
2003/05/19,245
2003/05/20,240
2003/05/21,239
2003/05/22,235
2003/05/23,231
2003/05/24,229
2003/05/25,231
2003/05/26,238
2003/05/27,244
2003/05/28,251
2003/05/29,253
2003/05/30,252
2003/05/31,245
2003/06/01,238
2003/06/02,232
2003/06/03,228
2003/06/04,226
2003/06/05,223
2003/06/06,223
2003/06/07,219
2003/06/08,224
2003/06/09,223
2003/06/10,212
2003/06/11,207
2003/06/12,206
2003/06/13,208
2003/06/14,208
2003/06/15,210
2003/06/16,210
2003/06/17,208
2003/06/18,203
2003/06/19,204
2003/06/20,201
2003/06/21,201
2003/06/22,199
2003/06/23,199
2003/06/24,198
2003/06/25,194
2003/06/26,188
2003/06/27,188
2003/06/28,187
2003/06/29,184
2003/06/30,182
2003/07/01,176
2003/07/02,170
2003/07/03,163
2003/07/04,164
2003/07/05,165
2003/07/06,169
2003/07/07,171
2003/07/08,171
2003/07/09,169
2003/07/10,171
2003/07/11,173
2003/07/12,167
2003/07/13,172
2003/07/14,177
2003/07/15,176
2003/07/16,171
2003/07/17,167
2003/07/18,164
2003/07/19,163
2003/07/20,163
2003/07/21,160
2003/07/22,161
2003/07/23,164
2003/07/24,166
2003/07/25,172
2003/07/26,168
2003/07/27,165
2003/07/28,166
2003/07/29,160
2003/07/30,157
2003/07/31,162
2003/08/01,169
2003/08/02,175
2003/08/03,176
2003/08/04,179
2003/08/05,179
2003/08/06,177
2003/08/07,179
2003/08/08,180
2003/08/09,177
2003/08/10,170
2003/08/11,158
2003/08/12,152
2003/08/13,150
2003/08/14,144
