2001/01/01,278
2001/01/02,330
2001/01/03,368
2001/01/04,382
2001/01/05,387
2001/01/06,382
2001/01/07,372
2001/01/08,361
2001/01/09,351
2001/01/10,340
2001/01/11,334
2001/01/12,344
2001/01/13,364
2001/01/14,386
2001/01/15,401
2001/01/16,404
2001/01/17,398
2001/01/18,384
2001/01/19,368
2001/01/20,359
2001/01/21,347
2001/01/22,334
2001/01/23,324
2001/01/24,310
2001/01/25,301
2001/01/26,293
2001/01/27,286
2001/01/28,290
2001/01/29,289
2001/01/30,312
2001/01/31,327
2001/02/01,348
2001/02/02,365
2001/02/03,381
2001/02/04,382
2001/02/05,394
2001/02/06,387
2001/02/07,378
2001/02/08,360
2001/02/09,352
2001/02/10,359
2001/02/11,376
2001/02/12,393
2001/02/13,400
2001/02/14,403
2001/02/15,405
2001/02/16,403
2001/02/17,390
2001/02/18,383
2001/02/19,364
2001/02/20,350
2001/02/21,339
2001/02/22,326
2001/02/23,311
2001/02/24,304
2001/02/25,296
2001/02/26,303
2001/02/27,293
2001/02/28,303
2001/03/01,300
2001/03/02,273
2001/03/03,271
2001/03/04,290
2001/03/05,304
2001/03/06,323
2001/03/07,348
2001/03/08,376
2001/03/09,403
2001/03/10,413
2001/03/11,423
2001/03/12,429
2001/03/13,431
2001/03/14,430
2001/03/15,431
2001/03/16,436
2001/03/17,442
2001/03/18,447
2001/03/19,457
2001/03/20,464
2001/03/21,470
2001/03/22,475
2001/03/23,479
2001/03/24,486
2001/03/25,487
2001/03/26,490
2001/03/27,492
2001/03/28,496
2001/03/29,502
2001/03/30,512
2001/03/31,514
2001/04/01,516
2001/04/02,523
2001/04/03,527
2001/04/04,533
2001/04/05,534
2001/04/06,530
2001/04/07,524
2001/04/08,516
2001/04/09,504
2001/04/10,492
2001/04/11,484
2001/04/12,485
2001/04/13,487
2001/04/14,491
2001/04/15,498
2001/04/16,500
2001/04/17,500
2001/04/18,490
2001/04/19,483
2001/04/20,479
2001/04/21,475
2001/04/22,473
2001/04/23,479
2001/04/24,489
2001/04/25,503
2001/04/26,513
2001/04/27,515
2001/04/28,520
2001/04/29,515
2001/04/30,512
2001/05/01,507
2001/05/02,500
2001/05/03,489
2001/05/04,476
2001/05/05,464
2001/05/06,449
2001/05/07,441
2001/05/08,429
2001/05/09,421
2001/05/10,420
2001/05/11,420
2001/05/12,419
2001/05/13,418
2001/05/14,404
2001/05/15,393
2001/05/16,382
2001/05/17,381
