2004/01/01,191
2004/01/02,187
2004/01/03,189
2004/01/04,195
2004/01/05,203
2004/01/06,210
2004/01/07,217
2004/01/08,215
2004/01/09,207
2004/01/10,197
2004/01/11,187
2004/01/12,186
2004/01/13,184
2004/01/14,186
2004/01/15,195
2004/01/16,200
2004/01/17,224
2004/01/18,257
2004/01/19,292
2004/01/20,315
2004/01/21,336
2004/01/22,362
2004/01/23,380
2004/01/24,382
2004/01/25,375
2004/01/26,358
2004/01/27,337
2004/01/28,311
2004/01/29,283
2004/01/30,265
2004/01/31,250
2004/02/01,244
2004/02/02,237
2004/02/03,229
2004/02/04,225
2004/02/05,229
2004/02/06,239
2004/02/07,253
2004/02/08,272
2004/02/09,299
2004/02/10,317
2004/02/11,341
2004/02/12,357
2004/02/13,365
2004/02/14,366
2004/02/15,358
2004/02/16,352
2004/02/17,336
2004/02/18,314
2004/02/19,294
2004/02/20,280
2004/02/21,273
2004/02/22,275
2004/02/23,269
2004/02/24,257
2004/02/25,251
2004/02/26,256
2004/02/27,271
2004/02/28,279
2004/02/29,325
2004/03/01,365
2004/03/02,385
2004/03/03,387
2004/03/04,386
2004/03/05,385
2004/03/06,373
2004/03/07,359
2004/03/08,344
2004/03/09,326
2004/03/10,305
2004/03/11,290
2004/03/12,285
2004/03/13,277
2004/03/14,270
2004/03/15,261
2004/03/16,254
2004/03/17,262
2004/03/18,270
2004/03/19,293
2004/03/20,316
2004/03/21,339
2004/03/22,368
2004/03/23,397
2004/03/24,414
2004/03/25,423
2004/03/26,431
2004/03/27,443
2004/03/28,455
2004/03/29,464
2004/03/30,473
2004/03/31,480
2004/04/01,483
2004/04/02,482
2004/04/03,481
2004/04/04,476
2004/04/05,467
2004/04/06,459
2004/04/07,455
2004/04/08,451
2004/04/09,447
2004/04/10,448
2004/04/11,455
2004/04/12,470
2004/04/13,485
2004/04/14,496
2004/04/15,507
2004/04/16,516
2004/04/17,525
2004/04/18,534
2004/04/19,541
2004/04/20,543
2004/04/21,541
2004/04/22,537
2004/04/23,533
2004/04/24,531
2004/04/25,528
2004/04/26,526
2004/04/27,523
2004/04/28,522
2004/04/29,521
2004/04/30,521
2004/05/01,519
2004/05/02,511
2004/05/03,500
2004/05/04,485
2004/05/05,473
2004/05/06,454
2004/05/07,441
2004/05/08,435
2004/05/09,435
2004/05/10,435
2004/05/11,429
2004/05/12,426
2004/05/13,423
2004/05/14,415
2004/05/15,403
2004/05/16,395
2004/05/17,385
2004/05/18,372
2004/05/19,363
2004/05/20,356
2004/05/21,358
2004/05/22,355
2004/05/23,346
2004/05/24,335
2004/05/25,328
2004/05/26,326
2004/05/27,332
2004/05/28,337
2004/05/29,335
2004/05/30,324
2004/05/31,314
2004/06/01,306
2004/06/02,307
2004/06/03,303
2004/06/04,304
2004/06/05,301
2004/06/06,294
2004/06/07,296
2004/06/08,315
2004/06/09,340
2004/06/10,360
2004/06/11,370
2004/06/12,367
2004/06/13,368
2004/06/14,370
2004/06/15,368
2004/06/16,367
2004/06/17,367
2004/06/18,372
2004/06/19,376
2004/06/20,376
2004/06/21,364
2004/06/22,346
2004/06/23,331
2004/06/24,319
2004/06/25,322
2004/06/26,328
2004/06/27,333
2004/06/28,331
2004/06/29,324
2004/06/30,321
2004/07/01,323
2004/07/02,327
2004/07/03,326
2004/07/04,321
2004/07/05,318
2004/07/06,314
2004/07/07,308
2004/07/08,309
2004/07/09,308
2004/07/10,298
2004/07/11,287
2004/07/12,280
2004/07/13,277
2004/07/14,271
2004/07/15,271
2004/07/16,272
2004/07/17,267
2004/07/18,263
2004/07/19,259
2004/07/20,255
2004/07/21,253
2004/07/22,256
2004/07/23,248
2004/07/24,241
2004/07/25,231
2004/07/26,225
2004/07/27,226
2004/07/28,230
2004/07/29,237
2004/07/30,252
2004/07/31,270
2004/08/01,287
2004/08/02,305
2004/08/03,317
2004/08/04,312
2004/08/05,298
2004/08/06,288
2004/08/07,274
2004/08/08,262
2004/08/09,250
2004/08/10,235
2004/08/11,222
2004/08/12,215
2004/08/13,212
2004/08/14,208
2004/08/15,207
2004/08/16,205
2004/08/17,201
2004/08/18,195
2004/08/19,191
2004/08/20,187
2004/08/21,189
2004/08/22,190
2004/08/23,191
2004/08/24,190
2004/08/25,190
2004/08/26,190
2004/08/27,186
2004/08/28,191
2004/08/29,194
2004/08/30,190
2004/08/31,189
2004/09/01,200
2004/09/02,214
