date,height,error
2016-03-09,77.127,0.2902
2016-04-05,75.28,0.1614
2016-05-02,75.372,0.1834
2016-05-29,75.964,0.0102
2016-06-25,77.346,0.0445
2016-07-22,77.245,0.0614
2016-08-18,76.586,0.0417
2016-09-14,75.073,0.1311
2016-10-11,74.633,0.1478
2016-11-07,74.131,0.0188
2016-12-04,74.714,0.0467
2016-12-31,73.957,0.1296
2017-01-27,74.504,0.0221
2017-02-23,74.146,0.0475
2017-03-22,75.657,0.1475
2017-04-18,74.731,0.1918
2017-05-15,76.77,0.0286
2017-06-11,75.379,0.0173
2017-07-08,74.542,0.0929
2017-08-04,75.74,0.0243
2017-08-31,74.667,0.1129
2017-09-27,76.35,0.0204
2017-10-24,74.125,0.1948
2017-11-20,75.921,0.1511
2017-12-17,76.033,0.0697
2018-01-13,77.387,0.0701
2018-02-09,76.29,0.1293
2018-03-08,74.865,0.0609
2018-04-04,76.477,0.135
2018-05-01,76.698,0.0191
2018-05-28,75.546,0.0561
2018-06-24,75.39,0.0363
2018-07-21,74.216,0.0999
2018-08-17,73.473,0.0725
2018-09-13,74.277,0.0465
2018-10-10,73.627,0.0594
2018-11-06,75.274,0.0424
2018-12-03,73.999,0.0445
2018-12-30,76.258,0.1526
2019-01-26,75.268,0.1206
2019-02-22,74.988,0.0025
2019-03-21,76.769,0.0134
2019-04-17,75.845,0.0817
2019-05-14,75.888,0.0032
2019-06-10,78.368,0.0129
2019-07-07,75.625,0.0761
2019-08-03,75.186,0.0026
2019-08-30,74.55,0.0688
2019-09-26,73.586,0.0607
2019-10-23,73.764,0.2058
2019-11-19,75.312,0.077
2019-12-16,74.259,0.1258
2020-01-12,74.514,0.1563
2020-02-08,76.455,0.0037
2020-03-06,75.827,0.0019
2020-04-02,74.675,0.2697
2020-04-29,74.531,0.1399
2020-05-26,74.751,0.0113
2020-06-22,76.52,0.0272
2020-07-19,75.371,0.1449
2020-08-15,75.911,0.091
2020-09-11,75.934,0.1426
2020-10-08,75.726,0.069
2021-01-24,74.116,0.0215
2021-02-20,76.486,0.0066
2021-03-19,75.125,0.0872
2021-04-15,74.838,0.1879
2021-05-12,75.43,0.0804
2021-06-08,75.877,0.059
2021-07-05,75.34,0.07
2021-08-01,76.021,0.0307
2021-08-28,75.45,0.0631
2021-09-24,74.486,0.116
2021-10-21,74.028,0.0328
2021-11-17,73.867,0.0968
2021-12-14,74.442,0.1013
2022-01-10,76.161,0.1657
2022-02-06,74.071,0.2351
2022-03-05,74.104,0.0409
2022-04-01,73.657,0.2376
2022-04-28,74.13,0.151
2022-05-25,74.67,0.0923
2022-06-21,74.285,0.0997
2022-07-18,73.47,0.1936
2022-10-07,74.768,0.0522
2022-11-03,73.568,0.0017
