date,height,error
2016-03-21,40.138,0.1226
2016-04-17,40.328,0.1121
2016-05-14,39.99,0.0918
2016-06-10,40.343,0.0878
2016-07-07,40.17,1.4916
2016-08-03,39.643,1.092
2016-08-30,40.1,0.1236
2016-09-26,40.494,0.0221
2016-10-23,40.073,0.0601
2016-11-19,39.943,0.0535
2016-12-16,40.376,0.0509
2017-01-12,40.169,0.1619
2017-02-08,40.287,0.1642
2017-03-07,40.07,1.8218
2017-04-03,40.088,0.017
2017-04-30,39.764,0.0782
2017-05-27,40.407,0.1052
2017-06-23,39.82,0.1775
2017-07-20,40.143,0.0069
2017-08-16,40.152,1.0817
2017-09-12,39.861,0.0807
2017-10-09,39.716,0.0055
2017-11-05,40.097,0.0173
2017-12-02,39.752,0.0037
2017-12-29,40.213,0.1455
2018-01-25,40.828,0.029
2018-02-21,40.196,0.0879
2018-03-20,40.105,0.0549
2018-04-16,40.771,0.0184
2018-05-13,40.465,0.1227
2018-06-09,40.074,0.075
2018-08-02,40.16,0.1555
2018-08-29,40.006,0.0278
2018-09-25,40.409,0.002
2018-10-22,39.876,0.0235
2018-11-18,40.25,0.0833
2018-12-15,40.062,0.144
2019-01-11,39.723,0.1999
2019-02-07,40.484,0.1005
2019-03-06,40.2,0.0247
2019-04-02,40.057,0.3176
2019-04-29,40.52,0.0177
2019-05-26,40.887,0.0112
2019-06-22,40.531,0.1004
2019-07-19,39.96,0.0745
2019-09-11,40.376,0.0146
2019-10-08,40.183,0.3058
2019-11-04,39.783,0.103
2019-12-01,40.162,0.0124
2019-12-28,39.681,0.0376
2020-01-24,40.107,0.0143
2020-02-20,40.119,0.0278
2020-03-18,40.513,0.0085
2020-04-14,39.542,0.0342
2020-05-11,39.93,0.0378
2020-06-07,39.518,0.0456
2020-07-04,40.134,0.9778
2020-07-31,39.8,0.2761
2020-08-27,40.157,1.1629
2020-09-23,40.102,0.0312
2020-10-20,40.204,0.0289
2020-11-16,40.371,0.1572
2020-12-13,39.583,0.3691
2021-01-09,40.291,0.0243
2021-02-05,40.763,0.0359
2021-03-04,40.26,0.0336
2021-03-31,39.99,0.009
2021-04-27,39.909,0.147
2021-05-24,40.493,0.0719
2021-06-20,40.31,0.0308
2021-07-17,39.805,0.8136
2021-08-13,40.058,0.0454
2021-09-09,40.127,0.0449
2021-10-06,39.93,0.4028
2021-11-02,39.668,0.0678
2021-11-29,40.019,0.8641
2021-12-26,39.912,0.0192
2022-01-22,40.256,0.0324
2022-02-18,39.854,0.0413
2022-03-17,39.828,0.1528
2022-04-13,40.309,0.0197
2022-05-10,39.879,0.2026
2022-06-06,39.968,0.1062
2022-07-03,40.124,0.0267
2022-07-30,39.689,1.2172
2022-08-26,39.62,0.0367
2022-09-22,39.799,0.0301
2022-10-19,40.186,0.1384
2022-11-15,40.068,0.1308
