date,height,error
2016-03-21,42.007,0.0437
2016-04-17,41.108,0.0619
2016-05-14,41.328,0.0211
2016-06-10,41.367,0.0101
2016-07-07,41.815,0.0453
2016-08-03,41.218,0.0064
2016-08-30,40.91,0.0025
2016-09-26,41.057,0.2004
2016-10-23,40.769,0.0084
2016-11-19,41.387,0.0106
2016-12-16,41.097,0.0186
2017-01-12,40.766,0.0542
2017-02-08,41.485,0.0215
2017-03-07,41.37,0.0133
2017-04-03,41.031,0.0221
2017-04-30,40.897,0.0288
2017-05-27,41.229,0.0071
2017-06-23,40.647,0.0469
2017-07-20,40.935,0.0087
2017-08-16,41.1,0.0243
2017-09-12,40.666,0.0459
2017-10-09,40.787,0.0058
2017-11-05,41.132,0.0284
2017-12-02,40.907,0.0806
2017-12-29,41.542,0.0441
2018-01-25,42.05,0.0113
2018-02-21,41.494,0.0064
2018-03-20,41.887,0.083
2018-04-16,42.324,0.0228
2018-05-13,41.445,0.0234
2018-06-09,41.164,0.0394
2018-07-06,41.171,0.0449
2018-08-02,41.207,0.0288
2018-08-29,40.265,0.0613
2018-09-25,40.367,0.0298
2018-10-22,40.61,0.0151
2018-11-18,41.002,0.0111
2018-12-15,40.785,0.0448
2019-01-11,40.868,0.0182
2019-02-07,41.949,0.0254
2019-03-06,41.606,0.0054
2019-04-02,41.103,0.0297
2019-05-26,42.238,0.0332
2019-06-22,41.953,0.0377
2019-07-19,40.736,0.0253
2019-08-15,40.762,0.0245
2019-09-11,40.798,0.0387
2019-10-08,40.618,0.0011
2019-11-04,40.255,0.0736
2019-12-01,41.206,0.0123
2019-12-28,41.07,0.0141
2020-01-24,40.654,0.0465
2020-02-20,41.207,0.037
2020-03-18,41.454,0.0168
2020-04-14,40.363,0.041
2020-05-11,40.796,0.02
2020-06-07,40.49,0.0047
2020-07-04,41.832,0.0355
2020-07-31,41.331,0.0152
2020-08-27,41.226,0.0202
2020-09-23,40.498,0.0802
2020-10-20,41.534,0.0128
2020-11-16,40.937,0.0179
2020-12-13,41.811,0.009
2021-01-09,41.428,0.0067
2021-02-05,42.387,0.0124
2021-03-04,41.698,0.0107
2021-03-31,40.913,0.0151
2021-04-27,40.939,0.0069
2021-05-24,42.014,0.013
2021-06-20,41.582,0.0234
2021-07-17,41.124,0.1504
2021-08-13,40.926,0.0371
2021-09-09,41.156,0.0317
2021-10-06,40.596,0.0266
2021-11-02,40.346,0.0273
2021-11-29,40.757,0.02
2021-12-26,40.764,0.031
2022-01-22,40.88,0.0014
2022-02-18,40.223,0.0527
2022-03-17,40.353,0.0175
2022-04-13,41.013,0.009
2022-05-10,40.337,0.0086
2022-06-06,40.461,0.02
2022-07-03,40.293,0.0489
2022-09-22,40.16,0.1459
2022-10-19,40.384,0.0906
2022-11-15,40.165,0.0407
