date,height,error
2016-03-17,69.249,0.0116
2016-04-13,69.526,0.0451
2016-05-10,69.628,0.1683
2016-06-06,69.728,0.0154
2016-07-03,69.47,0.0137
2016-07-30,69.573,0.0152
2016-08-26,69.555,0.0207
2016-11-15,69.994,0.0443
2016-12-12,69.515,0.0129
2017-01-08,69.164,0.0391
2017-02-04,69.244,0.0842
2017-03-03,69.408,0.0038
2017-03-30,69.753,0.0043
2017-04-26,69.513,0.0613
2017-05-23,69.671,0.0623
2017-06-19,69.382,0.0302
2017-07-16,69.428,0.0289
2017-08-12,69.439,0.0361
2017-09-08,69.296,0.0636
2017-10-05,69.294,0.0448
2017-11-01,69.539,0.0045
2017-11-28,69.491,0.0325
2017-12-25,69.535,0.2106
2018-01-21,69.581,0.0393
2018-02-17,70.082,0.2325
2018-03-16,69.352,0.3182
2018-04-12,69.444,0.0309
2018-05-09,69.706,0.0665
2018-06-05,69.337,0.0031
2018-07-02,69.488,0.0699
2018-07-29,69.44,0.0205
2018-08-25,69.428,0.0389
2018-10-18,69.291,0.1561
2018-11-14,69.29,0.0879
2018-12-11,69.325,0.0446
2019-01-07,69.279,0.0517
2019-02-03,69.25,0.0259
2019-03-02,69.727,0.0076
2019-03-29,69.634,0.1759
2019-04-25,69.291,0.0725
2019-05-22,69.509,0.0316
2019-06-18,69.659,0.0047
2019-07-15,69.382,0.0303
2019-08-11,69.346,0.0852
2019-10-04,69.248,0.098
2019-10-31,69.317,0.0307
2019-11-27,69.587,0.0497
2019-12-24,69.41,0.2016
2020-01-20,69.218,0.0769
2020-02-16,69.629,0.1402
2020-03-14,69.596,0.0173
2020-04-10,69.422,0.1235
2020-05-07,69.546,0.0198
2020-06-03,69.436,0.0201
2020-06-30,69.712,0.0421
2020-07-27,69.448,0.0375
2020-08-23,69.464,0.1777
2020-09-19,69.504,0.0286
2020-10-16,69.2,0.014
2020-11-12,69.309,0.0267
2021-01-05,69.858,0.0588
2021-02-01,69.828,0.0043
2021-02-28,69.681,0.058
2021-03-27,69.556,0.0105
2021-04-23,69.763,0.0021
2021-05-20,69.559,0.1124
2021-06-16,69.303,0.0544
2021-07-13,69.099,0.0709
2021-08-09,69.422,0.119
2021-09-05,69.519,0.0113
2021-10-29,69.463,0.1125
2021-11-25,69.185,0.3581
2021-12-22,69.265,0.0301
2022-01-18,69.462,0.0495
2022-02-14,69.164,0.191
2022-04-09,69.358,0.0376
