date,height,error
2016-05-06,70.222,0.0619
2016-06-02,69.988,0.0162
2016-06-29,70.398,0.0114
2016-07-26,69.949,0.0617
2016-08-22,69.579,0.036
2016-09-18,69.132,0.02
2016-10-15,69.239,0.0075
2016-11-11,69.745,0.1347
2016-12-08,69.426,0.0779
2017-01-04,69.102,0.0115
2017-01-31,69.143,0.0374
2017-02-27,70.066,0.0783
2017-03-26,70.154,0.0117
2017-04-22,69.726,0.0094
2017-05-19,70.389,0.0036
2017-06-15,69.498,0.0251
2017-07-12,69.195,0.2351
2017-08-08,69.107,0.0186
2017-09-04,69.192,0.2447
2017-10-01,69.859,0.0566
2017-10-28,69.313,0.0269
2017-11-24,69.723,0.0331
2017-12-21,70.945,0.0361
2018-01-17,70.691,0.1024
2018-02-13,70.855,0.0363
2018-03-12,70.484,0.0055
2018-04-08,71.556,0.0197
2018-05-05,70.143,0.0239
2018-06-01,69.687,0.0093
2018-06-28,69.645,0.0372
2018-07-25,69.4,0.0032
2018-10-14,69.101,0.0205
2018-11-10,69.307,0.106
2018-12-07,69.152,0.1799
2019-01-03,69.316,0.0811
2019-01-30,69.391,0.0122
2019-02-26,69.711,0.0481
2019-03-25,70.141,0.0037
2019-04-21,70.026,0.0062
2019-05-18,70.952,0.0818
2019-06-14,71.562,0.0465
2019-07-11,69.484,0.0023
2019-08-07,69.283,0.0863
2019-09-30,69.151,0.0065
2019-10-27,69.084,0.1291
2019-11-23,70.098,0.0457
2019-12-20,69.245,0.1358
2020-01-16,69.151,0.0268
2020-02-12,70.251,0.0382
2020-03-10,70.774,0.0206
2020-04-06,69.493,0.0138
2020-05-03,69.158,0.0084
2020-05-30,69.298,0.0715
2020-06-26,70.999,0.0237
2020-07-23,69.671,0.0065
2020-08-19,69.544,0.0077
2020-09-15,69.34,0.0402
2020-10-12,69.731,0.0539
2020-11-08,69.927,0.0404
2020-12-05,69.539,0.0484
2021-01-01,70.262,0.1404
2021-01-28,70.217,0.0337
2021-02-24,70.844,0.0457
2021-03-23,69.693,0.0452
2021-04-19,69.925,0.0517
2021-05-16,70.235,0.0195
2021-06-12,70.002,0.0035
2021-07-09,69.427,0.0236
2021-08-05,69.381,0.0213
2021-09-01,69.193,0.0557
2021-11-21,69.078,0.0433
2021-12-18,69.694,0.0198
2022-01-14,69.907,0.0582
2022-02-10,69.446,0.0136
2022-03-09,69.671,0.0234
2022-04-05,69.579,0.0212
2022-05-02,69.985,0.0307
2022-05-29,69.405,0.0396
2022-06-25,69.109,0.0758
2022-10-11,69.802,0.0665
